Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name
132769370	132813339	6	SLC18B1
132814557	132817577	6	RPS12
133240514	133532128	6	EYA4
133889113	133895553	6	TCF21
133952170	133990432	6	TBPL1
133953304	133980088	6	
133987581	134052660	6	SLC2A12
134169248	134318112	6	SGK1
134917298	134950129	6	ALDH8A1
134960378	135103056	6	HBS1L
135181308	135219173	6	MYB
135283407	135498434	6	AHI1
135851701	136195574	6	PDE7B
136231024	136250571	6	MTFR2
136256627	136289851	6	BCLAF1
136342281	136550819	6	MAP7
136557034	136793097	6	MAP3K5
136822548	136914598	6	PEX7
136922301	136925660	6	SLC35D3
136999971	137045180	6	IL20RA
137143820	137173648	6	IL22RA2
137197483	137219449	6	IFNGR1
137492199	137494394	6	OLIG3
137866383	137885836	6	TNFAIP3
138088505	138107419	6	PERP
138161939	138344663	6	ARFGEF3
138215986	138218491	6	PBOV1
138377905	138383486	6	SMIM28
138403531	138422197	6	HEBP2
138422043	138693253	6	NHSL1
138773493	138793319	6	CCDC28A
138795911	138904070	6	ECT2L
138903493	138988354	6	REPS1
139027494	139043742	6	ABRACL
139135080	139180807	6	HECA
139239083	139291998	6	TXLNB
139371807	139375909	6	CITED2
142058330	142147122	6	NMBR
142132925	142135358	6	GJE1
142147162	142224685	6	VTA1
142301854	142446266	6	ADGRG6
142751467	142956698	6	HIVEP2
143060496	143341058	6	AIG1
143422832	143450695	6	ADAT2
143450805	143490616	6	PEX3
143493961	143511842	6	FUCA2
143536845	143831185	6	PHACTR2
143807092	143844617	6	
143843326	143863812	6	LTV1
143857318	143938471	6	
143864436	143938343	6	ZC2HC1B
143940300	144064714	6	PLAGL1
144094884	144095573	6	SF3B5
144149970	144191939	6	STX11
144285335	144853034	6	UTRN
145382535	145736023	6	EPM2A
145793502	145815267	6	FBXO30
145864245	145964423	6	SHPRH
146027646	146437601	6	GRM1
146543825	146554964	6	RAB32
146598967	146815462	6	ADGB
147203710	147391010	6	STXBP5
147508690	147737547	6	SAMD5
148272304	148552044	6	SASH1
148746913	149076991	6	UST
149218641	149411613	6	TAB2
149400262	149401278	6	SUMO4
149446795	149485014	6	ZC3H12D
149504495	149546092	6	PPIL4
149566206	149591748	6	GINM1
149594873	149648972	6	KATNA1
149658153	149718105	6	LATS1
149724315	149750286	6	NUP43
149749431	149811421	6	PCMT1
149817937	149896011	6	
149818757	149864424	6	LRP11
149883179	149898113	6	RAET1E
149916878	149923121	6	RAET1G
149942014	149949235	6	ULBP2
149963943	149973715	6	ULBP1
150018334	150025532	6	RAET1L
150061053	150069191	6	ULBP3
150143044	150250392	6	PPP1R14C
150368892	150405969	6	IYD
150599848	150843665	6	PLEKHG1
150865679	151101887	6	MTHFD1L
151239936	151358563	6	AKAP12
151364105	151391696	6	ZBTB2
151398898	151452158	6	RMND1
151452258	151470101	6	ARMT1
151494013	151621193	6	CCDC170
151651284	152129619	6	ESR1
152121687	152637801	6	SYNE1
152697897	152724569	6	MYCT1
152749922	152759765	6	VIP
152970519	152983579	6	FBXO5
152987362	153002709	6	MTRF1L
153004459	153131282	6	RGS17
154010496	154246867	6	OPRM1
154154496	154356803	6	IPCEF1
154159828	154510114	6	
154387515	154510685	6	CNKSR3
154733378	154842212	6	SCAF8
154832697	155257723	6	TIAM2
155256134	155314493	6	TFB1M
155264013	155276548	6	CLDN20
155395368	155455839	6	NOX3
156776020	157210779	6	ARID1B
157289025	157323601	6	TMEM242
157381133	157678157	6	ZDHHC14
157700387	157945077	6	SNX9
157981863	158099176	6	SYNJ2
158109515	158168295	6	SERAC1
158168338	158199344	6	GTF2H5
158232236	158511828	6	TULP4
158536436	158635435	6	TMEM181
158636474	158644755	6	DYNLT1
158644387	158768355	6	SYTL3
158765741	158819413	6	EZR
158970084	159000202	6	RSPH3
159034481	159095823	6	TAGAP
159169353	159272112	6	FNDC1
159669069	159762529	6	SOD2
159716432	159756319	6	WTAP
159761981	159779821	6	ACAT2
159778498	159789703	6	TCP1
159789812	159799027	6	MRPL18
159800249	159820704	6	PNLDC1
159890988	159917447	6	MAS1
159969082	160113507	6	IGF2R
160121815	160159398	6	SLC22A1
160171061	160277638	6	SLC22A2
160348373	160452577	6	SLC22A3
160531482	160664275	6	LPA
160702105	160754097	6	PLG
160991473	161117385	6	MAP3K4
161129967	161274095	6	AGPAT4
161347417	162727775	6	PRKN
162727132	163315500	6	PACRG
163414000	163578592	6	QKI
165279664	165309605	6	C6orf118
165327287	165988117	6	PDE10A
166157656	166168815	6	TBXT
166305300	166308448	6	PRR18
166319724	166342590	6	SFT2D1
166364919	166383013	6	MPC1
166409364	166906451	6	RPS6KA2
166583009	166586678	6	RAMACL
166858094	166956124	6	
166922113	166957448	6	RNASET2
166999174	167052718	6	CEP43
166999336	167139138	6	
167111795	167139141	6	CCR6
167155247	167157980	6	GPR31
167269010	167316028	6	UNC93A
167325071	167359503	6	TTLL2
167826859	167972023	6	AFDN
167996241	168045091	6	KIF25
168053095	168101511	6	FRMD1
168292830	168319777	6	DACT2
168440656	168673445	6	SMOC2
169215780	169254060	6	THBS2
169419969	169702047	6	
169457211	169702729	6	WDR27
169702126	169706360	6	C6orf120
169703902	169725566	6	PHF10
169740106	169751587	6	DYNLT2
169751567	169781600	6	ERMARD
170282202	170306565	6	DLL1
170290703	170407067	6	FAM120B
170535116	170553327	6	PSMB1
170554302	170572870	6	TBP
170575295	170584692	6	PDCD2
