Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name
24558087	24672677	X	PCYT1B
24632257	24632601	X	H2BP7
24650073	24658237	X	PCYT1B-AS1
24681909	24682634	X	
24744441	24744570	X	SCARNA23
24788392	24789069	X	EEF1B2P3
25003694	25016420	X	ARX
25029545	25030235	X	PAFAH1B2P1
25060649	25060939	X	RN7SL91P
156020826	156025710	X	WASH6P
24146225	24149654	X	ZFX-AS1
24429573	24429920	X	RPS26P58
63670196	63671502	X	ARHGEF9-IT1
63766875	63767400	X	BTF3P8
63786002	63786087	X	MIR1468
55220346	55224108	X	PAGE5
101268253	101293057	X	TAF7L
48255392	48267444	X	SSX1
70528940	70908711	X	TEX11
115992466	115992773	X	RN7SL712P
116043483	116044418	X	AKR1B1P8
116106921	116108430	X	API5P1
129871309	129877567	X	SALL4P2
129981107	130058071	X	BCORL1
15727731	15727921	X	
108676951	108677057	X	Y_RNA
108719946	108736563	X	IRS4
103596608	103598904	X	
103707034	103919047	X	
104250038	104254933	X	ESX1
154585133	154586816	X	CTAG1A
129779949	129795201	X	SASH3
129794994	129796963	X	
129796491	129796783	X	Metazoa_SRP
84973217	84977829	X	
111169221	111169403	X	FCF1P4
111229889	111231061	X	GLUD1P9
111421510	111421608	X	RNU6-496P
111434427	111435024	X	HMGB1P12
111618808	111619094	X	
111619677	111621489	X	EIF4BP7
100644195	100675788	X	SRPX2
120503037	120503096	X	RNU7-37P
120709061	120709392	X	H3P46
120733094	120733396	X	GLRX5P1
135751119	135752583	X	MGAT2P2
135759846	135768191	X	CT45A3
135794685	135802787	X	CT45A6
135811668	135820012	X	CT45A2
135846497	135854538	X	CT45A8
135863418	135871812	X	CT45A9
139924148	139924231	X	MIR505
139955728	139965521	X	CXorf66
140032344	140033480	X	HNRNPA3P3
140085855	140086150	X	RN7SL727P
13980066	13988820	X	
110055329	110055426	X	MIR652
110082118	110082218	X	MIR3978
110224985	110225063	X	SNORD96B
110305420	110307221	X	AMMECR1-IT1
110472692	110524320	X	
119693568	119696059	X	
119758588	119760202	X	SOWAHD
119787353	119787484	X	SNORA69
119870475	119871733	X	RNF113A
39837561	39837613	X	MIR1587
39865424	39865888	X	RPS11P7
39908309	39914419	X	
40359183	40360726	X	IMPDH1P2
40492844	40492941	X	Y_RNA
31071233	31072041	X	FTHL17
31348192	31348296	X	RNU6-894P
31411033	31413701	X	
32102065	32102176	X	RNA5SP501
32205902	32206738	X	NPM1P8
32583656	32583752	X	MIR3915
32641474	32641559	X	MIR548F5
32754940	32756400	X	DMD-AS3
33041395	33041721	X	TBCAP1
33410944	33412173	X	
153403844	153404141	X	RN7SL667P
51743442	51746232	X	GSPT2
51856968	51858066	X	
51870706	51870809	X	RNU6-504P
68013470	68014901	X	
68070520	68071767	X	PGK1P1
68102068	68102132	X	RNU6-1225P
68132868	68133437	X	AKIRIN1P2
68361075	68361187	X	Y_RNA
68474710	68476874	X	
68539443	68539549	X	RNU6-245P
151497726	151498354	X	
48186220	48196795	X	SSX5
149548210	149549924	X	HSFX3
26138343	26140736	X	MAGEB18
26147774	26148281	X	
26170052	26170913	X	
26192440	26195646	X	MAGEB6
26200042	26200647	X	
26216169	26218270	X	MAGEB5
26223903	26224658	X	
101778969	101780538	X	GK4P
66055587	66056587	X	ATXN7L3P1
66074835	66076347	X	EIF4BP9
66360766	66361776	X	MTFR1P1
66437345	66440668	X	
123116107	123117781	X	MRRFP1
123514473	123514872	X	H3P47
9402751	9404802	X	
9404954	9405731	X	
9406025	9406778	X	
9406952	9407708	X	
9407861	9408638	X	
9408818	9409571	X	
9409748	9410501	X	
9410789	9411545	X	
9411701	9412478	X	
9412772	9413522	X	
9413816	9414569	X	
13574746	13575066	X	RPL30P15
13590292	13590346	X	MIR6086
13596236	13596548	X	RN7SKP20
49071470	49079887	X	
49082028	49082165	X	RNU4-52P
49152651	49152944	X	RN7SL262P
49165576	49165972	X	
149781930	149787737	X	MAGEA9
120938701	120942023	X	CT47A10
120943561	120946883	X	CT47A9
120948422	120951744	X	CT47A8
120958165	120961487	X	CT47A6
120963026	120966348	X	CT47A5
120967886	120971208	X	CT47A4
120972746	120976068	X	CT47A3
120977606	120980928	X	CT47A2
149592512	149595314	X	HSFX2
135037281	135040355	X	
135075136	135076597	X	NCLP2
135094985	135098712	X	SMIM10L2B
135118955	135120526	X	ETDB
135123239	135123604	X	
135135149	135135770	X	
135156540	135171398	X	CT55
135180255	135194679	X	
135201731	135215232	X	
135236895	135237408	X	
135252061	135253583	X	ETDA
135297046	135298585	X	
135421944	135428075	X	SMIM10L2A
135428168	135428285	X	RNA5SP515
135432960	135438634	X	CROCCP1
135445897	135447368	X	
135464329	135465484	X	WDR4P1
23782210	23782310	X	Y_RNA
23836742	23837321	X	RPL9P7
154817099	154817401	X	HMGN1P37
154884972	154885558	X	H2AB1
154886355	154888061	X	F8A1
154897561	154898092	X	
154908885	154919103	X	EEF1A1P31
154919578	154920182	X	ZNF622P1
102546734	102548213	X	FOXN3P1
102615473	102615820	X	H3P45
102678707	102678813	X	RNU6-589P
102705784	102706240	X	BEND7P1
109341813	109342697	X	GAPDHP77
109372906	109482086	X	GUCY2F
109568478	109570289	X	MFN1P1
109623700	109625172	X	KCNE5
109636834	109637063	X	
109744643	109744749	X	Y_RNA
109853312	109853919	X	RPS5P7
155380709	155381299	X	H2AB2
155382095	155383801	X	F8A2
118877886	118879185	X	AKR7A2P2
118938153	118939134	X	COBLP1
2852740	2853760	X	GYG2-AS1
2904904	2906081	X	ARSD-AS1
3006546	3034111	X	ARSH
3058220	3058502	X	RN7SL578P
3112900	3113596	X	RPS24P21
77967949	77969638	X	PGAM4
78165696	78172422	X	FNDC3CP
102785667	102786604	X	MTND1P32
102786813	102788387	X	MTND2P2
102796251	102797093	X	MTCO1P19
102797531	102798128	X	MTCO2P19
102798396	102799560	X	MTATP6P19
102799563	102799883	X	MTCO3P19
102799942	102801399	X	MTND4P32
102803041	102806138	X	MTND5P26
102806164	102806646	X	MTND6P32
102806741	102807824	X	MTCYBP32
130310072	130310178	X	RNU6-1130P
130330857	130331069	X	
130339888	130373361	X	SLC25A14
130379449	130385674	X	GPR119
21939461	21940160	X	CYTH1P1
22435598	22436818	X	METTL15P3
22527835	22527941	X	RNU6-266P
22616744	22617143	X	
22698457	22768966	X	
22032325	22494713	X	PHEX
30209423	30210209	X	
30215563	30220089	X	MAGEB2
30242000	30244187	X	MAGEB4
30290047	30290351	X	PLCE1P1
151953124	151974680	X	GABRE
151958578	151958658	X	MIR224
151959628	151959712	X	MIR452
107449652	107605255	X	FRMPD3
73769248	73770423	X	SEPHS1P4
73821657	73821724	X	
73831145	73831270	X	
73850487	73850571	X	
73875068	73875635	X	FXYD6P3
73944332	73944466	X	
73944595	73944663	X	
73958059	73969485	X	
74066083	74066592	X	SHISA5P2
74105572	74107958	X	UHRF2P1
74121012	74131923	X	DDX3P1
74122134	74122725	X	
74133004	74133114	X	DDX3P2
74161062	74162528	X	MKRN5P
40890647	40891537	X	SDCBPP3
40907987	40908391	X	RPL32P36
40934982	40935864	X	RPS2P55
41008427	41029306	X	
41076999	41077750	X	CLIC4P3
101043564	101094476	X	TRMT2B-AS1
101078879	101096367	X	TMEM35A
101191115	101191409	X	YWHAQP8
23783173	23786210	X	SAT1
131544074	131545000	X	OR13H1
48130626	48132620	X	SPACA5B
68647666	68725842	X	STARD8
30230657	30237495	X	MAGEB3
71763349	71767204	X	CXorf49B
154219756	154233286	X	OPN1MW2
72807425	72808210	X	FAM236D
128050962	128052403	X	ACTRT1
71714371	71718285	X	CXorf49
154617609	154619282	X	CTAG1B
154651972	154653579	X	CTAG2
112774503	112840831	X	AMOT
55258415	55264916	X	PAGE3
48402082	48411960	X	SSX4B
120982476	120985760	X	CT47A1
40623428	40624136	X	MPC1L
72776890	72848803	X	DMRTC1B
2609191	2609254	X	MIR6089
2612988	2615347	X	LINC00102
2752040	2816500	X	XG
53759026	53759204	X	
53768986	53769219	X	
53807776	53808623	X	MRPL32P2
104011147	104013708	X	H2BW1
91779261	92623230	X	PCDH11X
153056409	153060467	X	PNMA3
72872025	72943837	X	DMRTC1
139530739	139563459	X	F9
139702287	139702390	X	
139885481	139885603	X	RNU6ATAC23P
139909904	139910034	X	
152045314	152046193	X	RPSAP60
51979223	51980012	X	TPMTP3
52050860	52054255	X	
52063347	52063474	X	SNORA11E
52190621	52190748	X	SNORA11D
52199840	52203235	X	
133531723	133531826	X	RNU6-203P
133670971	133671386	X	RPS24P19
133762796	133763683	X	RPSAP63
133897443	133897934	X	GPC3-AS1
133989443	133990086	X	
134166682	134166932	X	TIMM8BP2
134204353	134205916	X	LARP1BP3
49262866	49270521	X	FLICR
53065053	53065548	X	
147900178	147901459	X	
147911822	147911948	X	
147946941	147947583	X	FMR1-IT1
147981337	148026665	X	FMR1NB
148008100	148008215	X	RNA5SP524
148052233	148052746	X	FTH1P8
152114994	152138556	X	
152133310	152138578	X	MAGEA10
52862525	52868083	X	XAGE3
132076990	132128020	X	FRMD7
3308565	3346652	X	MXRA5
3367149	3368382	X	ASS1P4
49541733	49549094	X	GAGE12D
49551289	49558645	X	GAGE12E
49570400	49577754	X	GAGE12G
49579949	49587301	X	GAGE12H
49599020	49608538	X	GAGE1
49303646	49319841	X	GAGE10
49322037	49329384	X	GAGE12J
152637895	152657542	X	GABRQ
152682810	152683842	X	
152769764	152792268	X	MAGEA6-DT
152925356	152927043	X	
152988824	152994116	X	PNMA5
153028785	153030148	X	
24133186	24133317	X	
150818753	150819246	X	PPIAP91
65327988	65331233	X	MORF4L1P5
65356890	65357547	X	PRXL2CP1
17375200	17735994	X	NHS
78763226	78763899	X	RPL7P54
134272287	134273658	X	NT5DC1P2
134522702	134522990	X	RPL36AP54
134540185	134540262	X	MIR450B
134540341	134540431	X	MIR450A1
134540508	134540607	X	MIR450A2
134541341	134541437	X	MIR542
134546328	134546398	X	MIR503
134546614	134546711	X	MIR424
134599457	134606254	X	
134607157	134607632	X	RPL21P133
134650830	134651411	X	RPS7P12
134760208	134760348	X	RNU4-44P
53825887	53826309	X	MRPS18CP7
53909054	53909161	X	RNA5SP505
54068324	54183281	X	FAM120C
54147372	54147659	X	RPL37P24
54223324	54224062	X	RPL7AP71
149596556	149631912	X	TMEM185A
86148451	86832604	X	DACH2
13318647	13320053	X	ATXN3L
8464830	8466510	X	VCX3B
155071420	155123077	X	BRCC3
34129752	34132314	X	FAM47A
123872626	123873932	X	XIAP-AS1
123874459	123874565	X	RNU6-122P
123878590	123879296	X	PARD6BP1
124173001	124174459	X	ZIK1P1
124197743	124197849	X	
124204499	124205806	X	HSPA8P20
124246249	124336863	X	TEX13D
124280530	124281422	X	NPM1P34
124326175	124326258	X	
151734746	151745564	X	CNGA2
388100	388389	X	Metazoa_SRP
523775	524102	X	FABP5P13
545236	545352	X	KRT18P53
624344	659411	X	SHOX
6989329	6989783	X	RPS27AP17
7113005	7113404	X	
7147860	7147937	X	MIR4767
7489659	7491199	X	
7896514	7896722	X	
73563197	73687111	X	CHIC1
120872607	120875866	X	CT47B1
140091678	140092911	X	HAPSTR2
52696896	52707178	X	SSX2
7842262	7844143	X	VCX
111511645	111522399	X	SERTM2
47087506	47087612	X	RNU6-1189P
47132671	47132826	X	RNU12-2P
47156638	47158199	X	ITPK1P1
47204921	47205865	X	INE1
107131659	107132269	X	GTF3C6P2
107202577	107202683	X	Y_RNA
107272582	107273656	X	MYCLP1
107351650	107352843	X	DNAJA1P3
77910690	78050395	X	ATP7A
18535079	18536120	X	GJA6P
18639688	18672108	X	RS1
18838709	18839452	X	BLOC1S6P1
18865771	18866554	X	HAUS1P2
18890296	18894974	X	PHKA2-AS1
18915243	18915535	X	RN7SL48P
24360639	24367839	X	SUPT20HL1
48724455	48724561	X	RNU6-1056P
48761747	48773648	X	GLOD5
48776965	48777071	X	RNU6-29P
48826513	48830138	X	ERAS
48939992	48940808	X	
48959179	48959282	X	RNU6-722P
54842014	54842134	X	
54927305	54927433	X	SNORA11G
24308210	24314069	X	SUPT20HL2
24513450	24513687	X	SNRPEP9
101537485	101539276	X	PRKCIP1
101622983	101624164	X	ARMCX3-AS1
101627868	101628523	X	
101634006	101634112	X	RNU6-30P
101640421	101644352	X	
101691580	101691685	X	RNU6-587P
101418287	101533459	X	ARMCX4
9818239	9819469	X	EIF5P1
9865093	9865543	X	HMGN1P33
9874601	9874701	X	Y_RNA
11822423	12724523	X	FRMPD4
129408382	129408621	X	RPS26P56
129436530	129436647	X	RNA5SP513
129518576	129518647	X	
154768528	154768659	X	SNORA36A
154768596	154768656	X	MIR664B
154774998	154775126	X	SNORA56
154823348	154834662	X	SMIM9
154887360	154887458	X	MIR1184-1
119186442	119186829	X	ARL5AP1
119078635	119150579	X	KIAA1210
146814106	146814744	X	CXorf51A
48004336	48009733	X	SPACA5
135829229	135837280	X	CT45A7
154477775	154479281	X	LAGE3
19985058	19985159	X	Y_RNA
20017088	20017187	X	MIR23C
20136066	20136135	X	
20136306	20136385	X	
20139968	20140444	X	EIF1AX-AS1
132580117	132580223	X	RNU6-98P
132667642	132669888	X	HS6ST2-AS1
132907279	132907575	X	NAA20P1
133023168	133097109	X	USP26
103845151	103919548	X	TMSB15B-AS1
21652655	21654301	X	
15276874	15278656	X	
132626015	132961395	X	HS6ST2
36719829	36720573	X	H2AL1Q
70163842	70165206	X	IGBP1-AS1
70177483	70205704	X	DGAT2L6
70222006	70222314	X	RN7SL581P
70234655	70240659	X	AWAT1
70253042	70253162	X	RNA5SP507
70258166	70260204	X	P2RY4
70268305	70281840	X	ARR3
70282093	70285002	X	RAB41
70361486	70362374	X	TRAPPC2LP1
70396279	70396375	X	RNY4P23
70450879	70451022	X	RNU4-81P
111768011	112082776	X	TRPC5
112319952	112320417	X	DPRXP7
112381392	112382220	X	CCDC121P1
112661657	112661768	X	Y_RNA
125326897	125328021	X	FBLIM1P1
125319871	125325216	X	TEX13C
13773311	13773935	X	
1293918	1293992	X	MIR3690
1300256	1300375	X	RNA5SP498
14977959	14978463	X	TPT1P14
14834476	14835319	X	NPM1P9
64697878	64698547	X	GRPEL2P2
64726748	64727048	X	BLOC1S2P1
65185018	65187265	X	
65270913	65273019	X	CCT4P2
65772741	65773632	X	NANOGP9
110358848	110456334	X	RTL9
48579774	48581157	X	
48580741	48581165	X	
48583093	48583339	X	MRPL32P1
36794500	36795460	X	
36957913	36958139	X	
36962196	36963425	X	TFDP1P2
36984358	36984493	X	
37008366	37011664	X	FAM47C
37077851	37078401	X	FTH1P29
119220782	119221742	X	HNRNPA1P28
119222564	119223245	X	NUDT19P6
119291529	119335610	X	LINC03098
119356301	119393595	X	
119379712	119380104	X	MRPS17P9
119422917	119423547	X	
119423742	119423905	X	RNU1-67P
119434519	119434820	X	RN7SL118P
119456558	119456658	X	RNY3P16
102360395	102471812	X	
19376774	19376875	X	Y_RNA
19496378	19497721	X	EIF5P2
70962964	70963293	X	RPS23P8
71107404	71112108	X	IL2RG
119807433	119807581	X	
119815164	119815307	X	
119822906	119823043	X	
119831616	119831759	X	
110194186	110440318	X	AMMECR1
153179284	153183880	X	MAGEA1
153203044	153205534	X	
153249115	153249691	X	
153266152	153279145	X	PWWP4
119072993	119076765	X	CT47C1
124227868	124373197	X	SH2D1A
114388988	114389155	X	
114389135	114389954	X	TNPO3P1
114390674	114391256	X	SSU72P1
114589620	114589935	X	RPL36AP53
114630797	114630924	X	SNORA35
114639435	114639519	X	MIR764
114651544	114651623	X	MIR1912
114652655	114652723	X	MIR1264
114715233	114715344	X	MIR1298
114763184	114763263	X	MIR1911
114774828	114776775	X	HSPA8P7
114823454	114823564	X	MIR448
114900359	114900574	X	
124688504	124688838	X	RPS26P57
123811331	123811587	X	RN7SL190P
123857062	123857163	X	Y_RNA
125203805	125204338	X	
12906620	12923169	X	TLR8
13035617	13044682	X	FAM9C
123772078	123772139	X	RNU7-69P
123785009	123785451	X	CHCHD2P1
140783578	140784366	X	CDR1
117894632	117895683	X	
117914244	117914345	X	Y_RNA
118128748	118129018	X	TUBB4BP3
118146063	118146561	X	RPL12P43
135598927	135615431	X	SAGE4P
135637623	135642756	X	SAGE3P
135673591	135686151	X	SAGE2P
135710095	135710377	X	
135713639	135723539	X	CT45A1
135730733	135732197	X	MGAT2P1
135775852	135785503	X	CT45A5
48958643	48959773	X	
103206010	103206899	X	RPSAP59
10015254	10144474	X	WWC3
102215298	102229532	X	TCP11X1
102456862	102471842	X	TCP11X2
48786540	48794311	X	GATA1
111624210	111624726	X	RPL18AP15
111669829	111669948	X	RNA5SP512
111706649	111711101	X	ALG13-AS1
111876051	111903990	X	TRPC5OS
111930735	111931092	X	
84225752	84225828	X	MIR548I4
84403898	84404024	X	
139581770	139708216	X	MCF2
143025928	143034702	X	SPANXN4
35798342	35803772	X	MAGEB16
154257582	154271090	X	OPN1MW3
37994272	37994904	X	H2AL3
26160601	26162410	X	MAGEB6B
141583674	141584738	X	SPANXA1
102360395	102440008	X	NXF2B
154271265	154295853	X	TEX28
143711955	143720752	X	SPANXN2
149414877	149415506	X	
30304206	30309390	X	NR0B1
16767844	16767905	X	RNU7-56P
16803233	16803353	X	RPL12P49
16875146	16875267	X	RNU4-6P
16897651	16898521	X	SLC35C2P1
16912215	16912317	X	Y_RNA
17044380	17044511	X	
17099782	17100239	X	CBX1P2
24168659	24169609	X	
134918310	134918416	X	RNU6-616P
134961711	134962305	X	HMGB3P31
134990991	134992473	X	SMIM10
103258572	103259581	X	
13093660	13094573	X	
33718958	33726957	X	
38308112	38308241	X	
38269163	38327544	X	RPGR
64915802	65034713	X	ZC4H2
32353833	32356406	X	
31097677	33339609	X	DMD
49258343	49270477	X	
119942834	119992838	X	RHOXF1P3
120072264	120077690	X	RHOXF2B
120158613	120165630	X	RHOXF2
120202061	120202748	X	SFR1P1
120273127	120273526	X	
71965972	71966074	X	RNU6-1078P
72044545	72044892	X	RPS26P11
72159845	72160346	X	TPT1P15
72198712	72199050	X	RN7SL388P
72204657	72239027	X	ERCC6L
72284945	72285045	X	Y_RNA
150955494	150955587	X	RNU6-383P
150993501	150994091	X	RPL19P21
55654709	55657014	X	
47722331	47725932	X	CXXC1P1
155348752	155349713	X	TMLHEP1
52624998	52632891	X	SSX8P
48296816	48304867	X	SSX9P
71719142	71721278	X	
71761561	71762433	X	
48109981	48119630	X	SSX6P
130445085	130523536	X	FSIP2LP
102173100	102185021	X	TCP11X3P
15681053	15703192	X	CA5BP1
55279839	55288685	X	
101832537	101843278	X	NXF5
101832112	101857577	X	NXF5
135397442	135397621	X	
102561935	102571465	X	NXF4
152739864	152740681	X	CSAG4
152114599	152115540	X	MAGEA5P
101597510	101598071	X	ARMCX7P
101598017	101598671	X	
36985523	36986093	X	
71663276	71666767	X	
2609415	2623453	X	CD99P1
120014802	120015407	X	RHOXF1P1
153395639	153401392	X	PNMA6E
102182315	102184899	X	
70672895	70673515	X	
70846079	70846295	X	
70846080	70846295	X	SNORD3E
70857163	70857502	X	WASHC3P1
48107992	48114311	X	
48301550	48306179	X	SSX9P
100855288	100856379	X	HNRNPA1P26
100887636	100888590	X	HNRNPA1P27
100910712	100911489	X	NSA2P3
100913445	100929433	X	XKRX
138482745	138483695	X	MAGEA13P
138487665	138488871	X	KRT8P6
138558996	138559298	X	H2AQ1P
138627077	138627343	X	
138667711	138667793	X	MIR504
138806374	138807091	X	TPM2P1
14529298	14731812	X	GLRA2
72127110	72131915	X	RTL5
13770939	13938638	X	GPM6B
73397531	73397637	X	RNU6-1044P
73474563	73474830	X	MORF4L1P6
73535503	73536241	X	RPL7P53
73940435	74293574	X	FTX
74173890	74174066	X	ATP5MKP1
74185929	74187153	X	BMP2KL
74202834	74204595	X	RAB11FIP1P1
74209976	74213660	X	
74218377	74218461	X	MIR421
74218547	74218618	X	MIR374B
74218549	74218618	X	MIR374C
74242608	74242908	X	RN7SL648P
74274341	74274411	X	
74280402	74280495	X	
74280936	74281082	X	
74281703	74281849	X	
74287104	74287209	X	MIR545
74287286	74287357	X	MIR374A
74293357	74293574	X	
74304180	74305034	X	ZCCHC13
74342713	74342860	X	
74376125	74376885	X	RPS6P26
73792205	73829231	X	TSIX
73829068	73831274	X	LNX2BP
103975874	103976761	X	
104039956	104042454	X	H2BW2
118738055	118738182	X	
118769796	118770857	X	TMEM30BP1
139726346	139945276	X	ATP11C
10566888	10576955	X	
53225828	53321350	X	IQSEC2
47707191	47753456	X	CXXC1P1
10445310	10833654	X	MID1
154295795	154330350	X	TKTL1
71910845	72161750	X	NHSL2
28495555	28495663	X	MIR6134
28571532	28586395	X	
28587446	29956718	X	IL1RAPL1
28659065	28659469	X	H3P43
28924069	28924138	X	
28942050	28942568	X	
28982852	28982970	X	RNA5SP500
29369001	29369845	X	
29574278	29574358	X	MIR4666B
30017160	30017881	X	PIGFP3
103075810	103093143	X	NXF3
103087198	103089277	X	
104566199	105767829	X	IL1RAPL2
104647216	104647999	X	PHB1P10
104803915	104804440	X	RPL18AP14
105218929	105220694	X	TEX13A
105405647	105407039	X	KCTD9P2
105676071	105676177	X	RNU6-207P
143884071	143885255	X	UBE2NL
48913182	48919024	X	PIM2
101337725	101338289	X	NANOGNBP3
101339917	101340934	X	RPL21P132
101443707	101444103	X	PPIAP90
101393273	101408012	X	GLA
102140476	102142970	X	TCEAL6
154571248	154571960	X	FAM223A
154632470	154633182	X	FAM223B
49053572	49069857	X	CCDC120
134142228	134142340	X	Y_RNA
134169378	134169452	X	MIR363
134169538	134169612	X	MIR92A2
134169671	134169766	X	MIR19B2
134169809	134169877	X	MIR20B
134170041	134170111	X	MIR18B
134170198	134170278	X	MIR106A
1190490	1212723	X	CRLF2
52811287	52818301	X	XAGE5
135890182	135913062	X	SAGE1
151023607	151023722	X	RPL12P50
151026295	151026406	X	RNA5SP525
152114994	152117939	X	
152250572	152250676	X	RNU6-764P
152392219	152392299	X	MIR105-1
152393421	152393529	X	MIR767
152394412	152394492	X	MIR105-2
152479577	152481024	X	KRT8P8
152733827	152740985	X	CSAG4
73126514	73127735	X	NAP1L6P
73126037	73128080	X	NAP1L6P
71492083	71492928	X	INGX
153606517	153607101	X	MRFAP1P1
130495159	130496232	X	DENND10P1
130494965	130496588	X	
26557675	26558330	X	VENTXP1
26558247	26881029	X	VENTXP1
77962553	77962889	X	C4orf46P2
77910682	77966295	X	
48775993	48776970	X	ACAA2P1
120238193	120245099	X	NKAPP1
73524961	73526155	X	MAP2K4P1
64405642	64406103	X	PFN5P
64405473	64406136	X	
153479266	153486810	X	ECMXP
103707224	103728203	X	GLRA4
80272065	80335227	X	CHMP1B2P
54343546	54343652	X	RNU6-434P
71491682	71492449	X	INGX
71667542	71671527	X	
124375903	125204312	X	TENM1
63754485	63754664	X	
38395369	38395895	X	CRIPTOP1
38479215	38479913	X	BAG1P1
38484752	38485264	X	FTLP16
38531923	38534174	X	UBTFL11
38608215	38608276	X	RNU7-7P
154021573	154137103	X	MECP2
23783278	23783367	X	
49879484	49882558	X	USP27X
49911620	49912362	X	CPSF1P2
49945336	49945442	X	RNU6-421P
97841749	97849381	X	
97906644	97908090	X	NCKAP1P1
97975878	97978641	X	KPNB1P1
69174124	69174717	X	HMGN1P35
41520036	41522336	X	CASK-AS1
152574677	152698700	X	MAGEA3-DT
152708261	152721661	X	CSAG2
152746817	152747762	X	
45632292	45633733	X	KRT8P14
45951762	45952333	X	MED28P4
45983365	45984364	X	KRT18P68
22999960	23003589	X	DDX53
23198339	23198690	X	PDCL2P1
149056712	149057469	X	
72376979	72377169	X	RNU2-68P
135059685	135123952	X	SMIM10L2B-AS1
135391849	135392207	X	
135583651	135585160	X	ETS2P1
27218131	27218678	X	AMZ2P3
27252119	27252235	X	Y_RNA
27427777	27428231	X	PTP4A1P5
27460207	27463341	X	PPP4R3C
27517771	27517881	X	RDXP2
27517884	27519759	X	RDXP3
50905438	50905866	X	H3P44
50910735	50916641	X	BMP15
51030422	51031357	X	
51082818	51091228	X	
51162864	51163677	X	
56973510	56974796	X	
56818298	56995827	X	SPIN3
1615059	1643081	X	ASMT
1767347	1768776	X	
118386394	118386471	X	MIR1277
118569405	118569515	X	Y_RNA
118632375	118634616	X	RBBP8P1
47658833	47692326	X	UXT-AS1
22272913	22274461	X	CBLL2
76029895	76030330	X	ARL5AP5
76222637	76223097	X	MMADHCP1
76244968	76245074	X	RNU6-867P
76250183	76251796	X	
964424	965367	X	
47321276	47322775	X	
120642321	120752910	X	
120668579	120753815	X	
7238340	7252415	X	
70153632	70252557	X	
148371504	148417896	X	
70088276	70090818	X	
30594445	30613842	X	
30612543	30613310	X	
48472835	48476097	X	
5446865	5480947	X	
99372398	99450583	X	
140216026	140216851	X	
8863857	8867662	X	
70436366	70444247	X	
107642924	107677060	X	
3548950	3549825	X	
107627798	107628489	X	
42098961	42197859	X	
107717167	107717444	X	
133434687	133453435	X	
79367122	79395540	X	
25144399	25654002	X	
25495674	25527648	X	
48490825	48502605	X	
30447200	30454502	X	
129868743	129959868	X	
92636890	92702940	X	
13387549	13430269	X	
13333952	13403035	X	LINC01203
42696090	42696672	X	
129718026	129734390	X	
154333948	154342182	X	
31014709	31070685	X	
71494772	71502117	X	
68498095	68498989	X	
107710832	107711144	X	
154424377	154428549	X	ATP6AP1-DT
130477069	130524284	X	
15136998	15149076	X	
64580253	64586507	X	
4360791	4391589	X	
50979146	50992948	X	
80449930	80513825	X	
119749423	119750255	X	
96394404	96465859	X	
56618125	56729515	X	
143757693	143863176	X	
56618309	56624458	X	
41432754	41445931	X	
126198216	126460437	X	
24444823	24465875	X	
87681989	87687610	X	
49233783	49235711	X	
18984291	19060329	X	
154373643	154377886	X	
77427817	77461384	X	
73524275	73563346	X	MAP2K4P1
12949588	12950211	X	
143579666	143580930	X	
137573752	137982043	X	
600187	600999	X	
23872110	23883575	X	
23772809	23783406	X	SAT1-DT
23826403	23829380	X	
24372640	24396601	X	
1248681	1263594	X	
141066889	141092618	X	
1248659	1249661	X	
1552740	1565013	X	
15746623	15758293	X	
125384910	125394258	X	
15674932	15703724	X	CA5BP1
40262540	40399092	X	LINC03099
71814817	71823738	X	
40379507	40380529	X	
112840233	113212186	X	
112846669	112878939	X	
82741350	82765613	X	
1401430	1414028	X	ASMTL-AS1
138423573	138480210	X	
1883825	1894966	X	
123780673	123794134	X	
44648419	44651607	X	
77786600	77787775	X	
9198642	9205720	X	
147180802	147271962	X	
147183105	147228345	X	
15602858	15621485	X	ACE2-DT
7593237	7686818	X	
109813673	109815112	X	
138711452	138716617	X	FGF13-AS1
114399480	114470799	X	
132610960	132636208	X	
37905935	37995831	X	
1111322	1112300	X	
30652739	30653178	X	
55654705	55658399	X	
64842802	64851049	X	
119853510	119896093	X	
149470904	149471966	X	
119891422	119892451	X	
17777087	17787389	X	
52355900	52358823	X	
147891981	147911817	X	FMR1-AS1
108736009	108739718	X	IRS4-AS1
109301684	109349086	X	
7928443	8444335	X	
8170858	8181233	X	
31071768	31198592	X	
80210619	80335364	X	CHMP1B2P
78139155	78239418	X	
48636633	48801376	X	
386962	511616	X	
103687243	103691772	X	MORF4L2-AS1
48673368	48676410	X	
24662730	24668489	X	
64205915	64388372	X	
1392679	1400524	X	LINC00106
1337165	1341817	X	
45505373	45632121	X	LINC01204
123011842	123014291	X	
68631402	68646529	X	
32490500	32502039	X	
7012607	7046460	X	
14893357	14899842	X	
39726827	39878056	X	
39759355	39809447	X	
103394198	103395784	X	
39755694	39759981	X	
134952701	135032805	X	
6768823	6932972	X	
39818219	39820803	X	
134949458	134959600	X	LINC02243
39820911	39822719	X	
39819777	39820923	X	
39766696	39767667	X	
39755585	39756548	X	
90996299	90996795	X	
130527153	130530143	X	
44860776	44872589	X	
44867371	44872245	X	
129778575	129780762	X	
37888698	37896849	X	
