Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name
89995110	90035533	1	ZNF326
90711539	90717302	1	BARHL2
90915298	91022376	1	ZNF644
91260766	91404856	1	HFM1
91500535	91527360	1	CDC7
91680343	91906335	1	TGFBR3
91949343	92014426	1	BRDT
92029475	92063538	1	EPHX4
92074533	92075411	1	SETSIP
92080305	92184725	1	BTBD8
92217915	92245813	1	C1orf146
92245788	92299009	1	GLMN
92299028	92402056	1	RPAP2
92472360	92486925	1	GFI1
92508696	92792416	1	EVI5
92831990	92841924	1	RPL5
92832737	92961522	1	DIPK1A
93079235	93139079	1	MTF2
93149742	93180516	1	TMED5
93179895	93279048	1	CCDC18
93345907	93369493	1	DR1
93448055	93554661	1	FNBP1L
93561741	93847488	1	BCAR3
93866284	93879918	1	DNTTIP2
93885199	93909513	1	GCLM
93992834	94121148	1	ABCA4
94148988	94275068	1	ARHGAP29
94418242	94518666	1	ABCD3
94529173	94541851	1	F3
94820278	94895246	1	SLC44A3
94896949	94927696	1	CNN3
94974405	95072951	1	ALG14
95117292	95197607	1	TLCD4
95117923	95247225	1	TLCD4-RWDD3
95234189	95247685	1	RWDD3
96721573	96823738	1	PTBP2
97077743	97995000	1	DPYD
98661672	98760504	1	SNX7
98890245	99227929	1	PLPPR5
99264292	99309590	1	PLPPR4
99645499	99695178	1	PALMD
99703970	99766635	1	FRRS1
99849777	99924024	1	AGL
99969351	100035634	1	SLC35A3
99970011	100083321	1	
100038076	100083945	1	MFSD14A
100083563	100132955	1	SASS6
100133045	100150496	1	TRMT13
100148424	100178267	1	LRRC39
100182222	100249873	1	DBT
100266160	100292769	1	RTCA
100325629	100520277	1	CDC14A
100538139	100542021	1	GPR88
100719684	100739045	1	VCAM1
100872372	100896000	1	EXTL2
100896061	100996260	1	SLC30A7
100989623	101026110	1	DPH5
101235366	101243713	1	S1PR1
101802560	101997020	1	OLFM3
102876467	103108872	1	COL11A1
103525675	103555239	1	RNPC3
103553815	103579534	1	AMY2B
103617427	103625780	1	AMY2A
103650592	103664629	1	AMY1A
103687415	103701064	1	AMY1B
103745126	103758726	1	AMY1C
107056674	107067636	1	PRMT6
107140007	107484923	1	NTNG1
107571161	107965180	1	VAV3
108134043	108200849	1	SLC25A24
108222464	108244081	1	NBPF4
108450282	108471920	1	NBPF6
108560036	108644900	1	EEIG2
108648285	108661526	1	HENMT1
108692310	108702928	1	PRPF38B
108712907	108746052	1	FNDC7
108746634	108809525	1	STXBP3
108815898	108963484	1	AKNAD1
108875350	108934545	1	GPSM2
108881885	108963527	1	CLCC1
108970211	109042169	1	WDR47
109062496	109076012	1	TAF13
109090367	109096935	1	TMEM167B
109105951	109113857	1	CFAP276
109113175	109206781	1	ELAPOR1
109213844	109238773	1	SARS1
109249539	109275751	1	CELSR2
109279545	109284107	1	PSRC1
109292363	109307213	1	MYBPHL
109309568	109397967	1	SORT1
109399042	109426471	1	PSMA5
109466542	109482134	1	SYPL2
109483479	109492812	1	ATXN7L2
109494052	109502932	1	CYB561D1
109504178	109509738	1	AMIGO1
109539872	109548406	1	GPR61
109548584	109600195	1	GNAI3
109601407	109619929	1	GNAT2
109616104	109632055	1	AMPD2
109656099	109665496	1	GSTM4
109667348	109709551	1	GSTM2
109687340	109709039	1	GSTM1
109711746	109775428	1	GSTM5
109733932	109741038	1	GSTM3
109750078	109764062	1	EPS8L3
109910242	109930993	1	CSF1
109984765	110023742	1	AHCYL1
110031577	110074641	1	STRIP1
110059870	110070672	1	ALX3
110112443	110113947	1	UBL4B
110150494	110202202	1	SLC6A17
110210314	110283100	1	KCNC4
110338506	110346681	1	RBM15
110362848	110391082	1	SLC16A4
110401249	110407942	1	LAMTOR5
110451149	110457358	1	PROK1
110517217	110519175	1	KCNA10
110519837	110631474	1	KCNA2
110653560	110674940	1	KCNA3
110871176	110899936	1	CD53
110946652	110963988	1	LRIF1
111115884	111140225	1	DRAM2
111139479	111185507	1	CEPT1
111185969	111204535	1	DENND2D
111200771	111243440	1	CHI3L2
111290851	111320566	1	CHIA
111346600	111353013	1	CIMAP3
111414319	111427735	1	OVGP1
111439890	111449256	1	WDR77
111448111	111465941	1	ATP5PB
111473792	111478512	1	C1orf162
111483348	111563962	1	TMIGD3
111499429	111503633	1	ADORA3
111542218	111716691	1	RAP1A
111680630	111755824	1	INKA2
111754832	111775602	1	DDX20
111770662	111989668	1	KCND3
112396202	112463456	1	CTTNBP2NL
112466541	112530165	1	WNT2B
112523487	112620825	1	ST7L
112619173	112671616	1	CAPZA1
112673141	112702383	1	MOV10
112701127	112707845	1	RHOC
112702614	112711433	1	
112709994	112715336	1	PPM1J
112718905	112727235	1	TAFA3
112911847	112957593	1	SLC16A1
113073179	113132260	1	LRIG2
113390501	113685923	1	MAGI3
113696052	113759908	1	PHTF1
113761832	113812476	1	RSBN1
113813811	113871753	1	PTPN22
113876816	113887581	1	BCL2L15
113894194	113905722	1	AP4B1
113904403	113914086	1	DCLRE1B
113929324	113977869	1	HIPK1
113979024	114035572	1	OLFML3
114089291	114153880	1	SYT6
114392781	114511244	1	TRIM33
114567552	114581648	1	BCAS2
114582848	114670451	1	DENND2C
114673090	114695618	1	AMPD1
114704469	114716771	1	NRAS
114716913	114758704	1	CSDE1
114769479	114780699	1	SIKE1
114854863	114995370	1	SYCP1
115029826	115034302	1	TSHB
115048011	115089503	1	TSPAN2
115285904	115338770	1	NGF
115641854	115698224	1	VANGL1
115698038	115837921	1	CASQ2
115836377	115843917	1	NHLH2
115976477	116070054	1	SLC22A15
116111399	116138149	1	MAB21L3
116372668	116410261	1	ATP1A1
116514534	116571039	1	CD58
116574399	116667820	1	IGSF3
116754370	116769229	1	CD2
116909894	116990358	1	PTGFRN
117001721	117036552	1	CD101
117060294	117107453	1	TTF2
117111060	117122587	1	TRIM45
117143587	117210960	1	VTCN1
117367449	117528872	1	MAN1A2
117606048	117628389	1	TENT5C
117863485	117929662	1	GDAP2
117929063	117966543	1	WDR3
117953590	118185228	1	SPAG17
118883046	118989556	1	TBX15
119030284	119140673	1	WARS2
119368727	119394258	1	HAO2
119413725	119423035	1	HSD3B2
119507198	119515054	1	HSD3B1
119619377	119648454	1	ZNF697
119648411	119744227	1	PHGDH
119747979	119769092	1	HMGCS2
119794017	119811580	1	REG4
119893533	119896515	1	ADAM30
119911553	120100779	1	NOTCH2
120150898	120176520	1	SEC22B
120415035	120469676	1	NBPF8
120723912	120794851	1	NOTCH2NLR
120723945	120842229	1	NBPF26
120889771	120890530	1	PPIAL4A
121167646	121185539	1	FAM72B
121184811	121392874	1	SRGAP2C
143894544	143905977	1	H3-7
143955287	143971986	1	FAM72C
144372875	144373634	1	PPIAL4E
144421390	144461676	1	NBPF15
144592893	144593652	1	PPIAL4F
144887191	145095528	1	SRGAP2B
145095971	145112696	1	FAM72D
145241415	145242174	1	PPIAL4D
145289900	145425603	1	NBPF20
145607982	145670980	1	GPR89A
145670848	145708148	1	PDZK1
145719443	145740760	1	CD160
145738868	145824095	1	RNF115
145823959	145844721	1	POLR3C
145845603	145848954	1	NUDT17
145848521	145859836	1	PIAS3
145866560	145886088	1	ANKRD35
145891206	145910111	1	ITGA10
145911349	145918730	1	PEX11B
145917714	145926741	1	
145921065	145928067	1	RBM8A
145927258	145977811	1	
145933423	145958017	1	LIX1L
145959441	145964575	1	ANKRD34A
145964690	145978848	1	POLR3GL
145992435	145996580	1	TXNIP
146017468	146036746	1	HJV
146064711	146229000	1	NBPF10
146145929	146229073	1	NOTCH2NLA
146344006	146344765	1	PPIAL4H
146938324	146996202	1	NBPF12
147155106	147173716	1	PRKAB2
147175351	147243050	1	FMO5
147242643	147295767	1	CHD1L
147541501	147626216	1	BCL9
147611590	147611796	1	
147629652	147670531	1	ACP6
147756199	147773362	1	GJA5
147902795	147909269	1	GJA8
147928393	147993592	1	GPR89B
148102042	148152342	1	NBPF11
148482548	148483302	1	PPIAL4G
148531385	148679742	1	NBPF14
148597331	148679746	1	NOTCH2NLB
148748774	148752415	1	NUDT4B
148808140	149048286	1	PDE4DIP
149052186	149103591	1	NBPF9
149390621	149471833	1	NOTCH2NLC
149390623	149556361	1	
149475045	149556361	1	NBPF19
149583848	149584607	1	PPIAL4C
149782650	149792526	1	FCGR1A
149782689	149812373	1	H2BC18
149813225	149813693	1	H3C13
149832657	149839767	1	H4C14
149840687	149841208	1	H3C14
149842218	149842750	1	H2AC18
149851061	149851652	1	H2AC19
149852608	149853125	1	H3C15
149854045	149861159	1	H4C15
149884459	149886682	1	H2BC21
149886918	149887411	1	H2AC20
149887469	149887965	1	H2AC21
149887890	149900798	1	BOLA1
149903318	149918572	1	SV2A
149923317	149927803	1	SF3B4
149928651	149937523	1	MTMR11
149937812	150010758	1	OTUD7B
150067279	150145329	1	VPS45
150149183	150164720	1	PLEKHO1
150218417	150236202	1	ANP32E
150257251	150265078	1	CA14
150265399	150269580	1	APH1A
150268034	150281735	1	C1orf54
150282543	150287093	1	CIART
150293854	150308981	1	MRPS21
150321479	150353233	1	PRPF3
150363091	150476566	1	RPRD2
150487325	150507613	1	TARS2
150507989	150513789	1	ECM1
150549369	150560937	1	ADAMTSL4
150560895	150579738	1	MCL1
150600851	150629612	1	ENSA
150646228	150697219	1	GOLPH3L
150698060	150720895	1	HORMAD1
150730079	150765957	1	CTSS
150794880	150809577	1	CTSK
150808617	150876771	1	ARNT
150887136	150913292	1	CTXND2
150926263	150964744	1	SETDB1
150960583	150977396	1	CERS2
150981321	150996077	1	ANXA9
150995125	151008376	1	MINDY1
151008420	151035713	1	PRUNE1
151036321	151047720	1	BNIPL
151047751	151051986	1	C1orf56
151050971	151070325	1	CDC42SE1
151057871	151069544	1	MLLT11
151070514	151125542	1	GABPB2
151131685	151147813	1	SEMA6C
151156621	151160255	1	TNFAIP8L2
151156664	151170296	1	SCNM1
151159748	151165948	1	LYSMD1
151169984	151176284	1	TMOD4
151176304	151195321	1	VPS72
151197949	151249538	1	PIP5K1A
151254709	151267479	1	PSMD4
151281502	151292180	1	ZNF687
151291792	151328394	1	PI4KB
151340640	151347339	1	RFX5
151364302	151372716	1	SELENBP1
151399556	151401941	1	PSMB4
151402724	151459494	1	POGZ
151510139	151538692	1	CGN
151540305	151583583	1	TUFT1
151612006	151699091	1	SNX27
151700058	151716803	1	CELF3
151710433	151729805	1	RIIAD1
151759647	151763496	1	MRPL9
151762899	151771334	1	OAZ3
151769799	151791416	1	TDRKH
151800264	151805419	1	LINGO4
151806071	151831845	1	RORC
151837818	151840557	1	C2CD4D
151847101	151853712	1	THEM5
151870866	151909637	1	THEM4
151982903	151993859	1	S100A10
152032504	152047907	1	S100A11
152084141	152089064	1	TCHHL1
152106317	152115444	1	TCHH
152153595	152159228	1	RPTN
152212076	152224193	1	HRNR
152302165	152325239	1	FLG
152348735	152360006	1	FLG2
152409243	152414263	1	CRNN
152510803	152512177	1	LCE5A
152514482	152516008	1	CRCT1
152565654	152566780	1	LCE3E
152579381	152580516	1	LCE3D
152600234	152601086	1	LCE3C
152613811	152614098	1	LCE3B
152622834	152623103	1	LCE3A
152663380	152664659	1	LCE2D
152675279	152676569	1	LCE2C
152686123	152687397	1	LCE2B
152698345	152699442	1	LCE2A
152708160	152709434	1	LCE4A
152719522	152720470	1	KPLCE
152758025	152762056	1	KPRP
152775140	152777024	1	LCE1F
152786214	152788426	1	LCE1E
152796721	152798181	1	LCE1D
152804832	152806651	1	LCE1C
152811971	152813108	1	LCE1B
152827473	152828097	1	LCE1A
152842856	152843983	1	LCE6A
152859996	152861252	1	LCE7A
152878322	152885047	1	SMCP
152908546	152911886	1	IVL
152947206	152949255	1	SPRR5
152970648	152972574	1	SPRR4
152984081	152985814	1	SPRR1A
153001747	153003856	1	SPRR3
153031203	153032900	1	SPRR1B
153039732	153041931	1	SPRR2D
153056120	153057512	1	SPRR2A
153070226	153071611	1	SPRR2B
153093135	153106184	1	SPRR2E
153112121	153113516	1	SPRR2F
153149582	153150890	1	SPRR2G
153203430	153205120	1	LELP1
153217584	153219310	1	PRR9
153259687	153262124	1	LORICRIN
153297116	153312952	1	PGLYRP3
153330120	153348841	1	PGLYRP4
153357767	153361027	1	S100A9
153373711	153375621	1	S100A12
153390032	153391142	1	S100A8
153416520	153423222	1	S100A7A
153457744	153460651	1	S100A7
153534591	153536549	1	S100A6
153537147	153541765	1	S100A5
153543613	153550136	1	S100A4
153547329	153550151	1	S100A3
153560950	153568674	1	S100A2
153606882	153614012	1	S100A16
153614255	153616996	1	S100A14
153618612	153634442	1	S100A13
153627926	153632044	1	S100A1
153633982	153646306	1	CHTOP
153658696	153663930	1	SNAPIN
153661788	153671028	1	ILF2
153677965	153694110	1	NPR1
153728050	153774808	1	INTS3
153774354	153780158	1	SLC27A3
153789030	153923360	1	GATAD2B
153928864	153946744	1	DENND4B
153947669	153958634	1	CRTC2
153959099	153968667	1	SLC39A1
153959151	153975887	1	
153963719	153974364	1	CREB3L4
153974269	153977674	1	JTB
153975850	153986246	1	
153981617	153986377	1	RAB13
153990749	153992333	1	RPS27
153992690	154155116	1	NUP210L
154155308	154194648	1	TPM3
154199085	154206333	1	CFAP141
154206668	154220681	1	C1orf43
154220179	154271510	1	UBAP2L
154269393	154275882	1	HAX1
154321090	154325325	1	AQP10
154325520	154351307	1	ATP8B2
154405193	154469450	1	IL6R
154469772	154502472	1	SHE
154502219	154548147	1	TDRD10
154548550	154559028	1	UBE2Q1
154567778	154580013	1	CHRNB2
154581695	154628013	1	ADAR
154697455	154870281	1	KCNN3
154924732	154937008	1	PMVK
154944059	154956451	1	PBXIP1
154957026	154963853	1	PYGO2
154962284	154974395	1	SHC1
154974641	154979251	1	CKS1B
154983338	154993111	1	FLAD1
154993586	154994315	1	LENEP
155002543	155018525	1	ZBTB7B
155018520	155033781	1	DCST2
155033824	155050930	1	DCST1
155050566	155062780	1	ADAM15
155063737	155069553	1	EFNA4
155063748	155086807	1	EFNA4-EFNA3
155078823	155087538	1	EFNA3
155127876	155134899	1	EFNA1
155135344	155138857	1	SLC50A1
155139886	155140595	1	DPM3
155169408	155173475	1	KRTCAP2
155169409	155187272	1	
155173787	155184971	1	TRIM46
155185824	155192916	1	MUC1
155195587	155209051	1	THBS3
155208695	155213824	1	MTX1
155234447	155245178	1	GBA1
155247205	155255795	1	ENTREP3
155255979	155262433	1	SCAMP3
155262868	155278491	1	CLK2
155277328	155289848	1	HCN3
155289293	155301438	1	PKLR
155304786	155320666	1	FDPS
155320739	155331118	1	RUSC1
155335268	155563162	1	ASH1L
155563235	155616511	1	MSTO1
155626755	155648640	1	
155659446	155689334	1	YY1AP1
155687833	155739014	1	DAP3
155749659	155859400	1	GON4L
155859449	155885199	1	SYT11
155897808	155911408	1	RIT1
155913043	155934413	1	KHDC4
155941638	155943087	1	RXFP4
155946851	156007070	1	ARHGEF2
156009041	156020968	1	SSR2
156035299	156053798	1	UBQLN4
156054738	156058510	1	LAMTOR2
156061148	156070514	1	RAB25
156072013	156082465	1	MEX3A
156082572	156140081	1	LMNA
156147366	156178869	1	SEMA4A
156193932	156212796	1	SLC25A44
156212982	156243332	1	PMF1-BGLAP
156212989	156240423	1	PMF1
156242184	156243317	1	BGLAP
156243320	156248117	1	PAQR6
156249223	156282844	1	SMG5
156282935	156293185	1	TMEM79
156290089	156295689	1	GLMP
156298624	156299307	1	VHLL
156308960	156367873	1	CCT3
156337314	156346995	1	TSACC
156369209	156385219	1	RHBG
156463727	156501266	1	MEF2D
156525405	156572604	1	IQGAP3
156579723	156587719	1	TTC24
156591743	156609507	1	NAXE
156594301	156601496	1	GPATCH4
156619331	156626361	1	HAPLN2
156641390	156659532	1	BCAN
156668763	156677407	1	NES
156699597	156708094	1	CRABP2
156720796	156728766	1	ISG20L2
156728442	156736960	1	METTL25B
156737294	156741590	1	MRPL24
156742109	156766925	1	HDGF
156750610	156800817	1	PRCC
156806235	156817014	1	SH2D2A
156815636	156881850	1	NTRK1
156840063	156859117	1	INSRR
156893666	156916432	1	PEAR1
156920631	156933094	1	LRRC71
156934840	157046903	1	ARHGEF11
157092043	157117877	1	ETV3L
157121191	157138474	1	ETV3
157513377	157552515	1	FCRL5
157573747	157598085	1	FCRL4
157674321	157700901	1	FCRL3
157745733	157777269	1	FCRL2
157792249	157820183	1	FCRL1
157830911	157898256	1	CD5L
157993273	158100262	1	KIRREL1
158127287	158128301	1	SMIM42
158178015	158186427	1	CD1D
158254424	158258269	1	CD1A
158289923	158294774	1	CD1C
158327951	158331531	1	CD1B
158353696	158357553	1	CD1E
158398522	158399466	1	OR10T2
158418210	158426237	1	OR10K2
158461574	158470857	1	OR10K1
158472220	158480936	1	OR10R2
158544550	158554405	1	OR6Y1
158560606	158570580	1	OR6P1
158578919	158579899	1	OR10X1
158605268	158612514	1	OR10Z1
158610704	158686715	1	SPTA1
158699678	158700652	1	OR6K2
158716327	158720720	1	OR6K3
158747814	158772195	1	OR6N1
158754720	158755891	1	OR6K6
158774222	158781204	1	OR6N2
158831332	158849506	1	MNDA
158930796	158977059	1	PYHIN1
158999953	159055156	1	IFI16
158999971	159002751	1	PYDC5
159056129	159188222	1	AIM2
159171609	159203313	1	CADM3
159204568	159206500	1	ACKR1
159289714	159308224	1	FCER1A
159313720	159314659	1	OR10J3
159432204	159433138	1	OR10J4
159437845	159443078	1	OR10J1
159535078	159536007	1	OR10J5
159587826	159588865	1	APCS
159712289	159714589	1	CRP
159780932	159782543	1	DUSP23
159800511	159816262	1	FCRL6
159826693	159837492	1	SLAMF8
159834474	159873053	1	
159854316	159862657	1	VSIG8
159872364	159900165	1	CFAP45
159918107	159925525	1	TAGLN2
159927039	159949468	1	IGSF9
159951492	159954237	1	SLAMF9
159998651	160070483	1	KCNJ10
160024953	160031990	1	PIGM
160081501	160090563	1	KCNJ9
160091340	160101109	1	IGSF8
160115758	160143595	1	ATP1A2
160151586	160186980	1	ATP1A4
160190385	160201886	1	CASQ1
160205335	160215404	1	PEA15
160215715	160263388	1	DCAF8
160216800	160285130	1	
160276807	160286348	1	PEX19
160288594	160343566	1	COPA
160343294	160358957	1	NCSTN
160367071	160372846	1	NHLH1
160400564	160428678	1	VANGL2
160485030	160523273	1	SLAMF6
160541095	160579516	1	CD84
160608100	160647044	1	SLAMF1
160678746	160711831	1	CD48
160739057	160754821	1	SLAMF7
160796074	160828483	1	LY9
160830160	160862904	1	CD244
160876539	160893012	1	ITLN1
160944266	160954889	1	ITLN2
160995211	161023123	1	F11R
160997957	161038962	1	
161037631	161038977	1	TSTD1
161039249	161045977	1	USF1
161046946	161069970	1	ARHGAP30
161070988	161090045	1	NECTIN4
161098361	161100346	1	KLHDC9
161100556	161118069	1	PFDN2
161118082	161125445	1	NIT1
161120973	161133280	1	DEDD
161152776	161158856	1	UFC1
161159450	161165723	1	USP21
161165837	161178013	1	PPOX
161171306	161178652	1	B4GALT3
161184302	161200509	1	ADAMTS4
161197104	161214723	1	NDUFS2
161215234	161220699	1	FCER1G
161222290	161224305	1	APOA2
161225939	161233754	1	TOMM40L
161229666	161238262	1	NR1I3
161258136	161285450	1	PCP4L1
161304735	161309968	1	MPZ
161314381	161363206	1	SDHC
161364733	161367885	1	CFAP126
161505415	161524013	1	FCGR2A
161524540	161526894	1	HSPA6
161541759	161550968	1	FCGR3A
161544807	161631456	1	
161581339	161605662	1	FCGR2C
161623196	161631963	1	FCGR3B
161662803	161679490	1	FCGR2B
161706958	161714352	1	FCRLA
161721544	161728143	1	FCRLB
161749758	161757238	1	DUSP12
161766261	161977574	1	ATF6
161983192	162023869	1	OLFML2B
162069691	162370475	1	NOS1AP
162365407	162383531	1	
162373203	162376874	1	SPATA46
162378841	162386812	1	C1orf226
162395268	162412138	1	SH2D1B
162497251	162529631	1	UHMK1
162561481	162601259	1	UAP1
162630863	162787405	1	DDR2
162790702	162812823	1	HSD17B7
162824458	162868957	1	CCDC190
163068775	163076802	1	RGS4
163111121	163321791	1	RGS5
163266576	163355766	1	NUF2
164555584	164899296	1	PBX1
165201867	165356715	1	LMX1A
165400922	165445355	1	RXRG
165544000	165563957	1	LRRC52
165630874	165661796	1	MGST3
165662216	165698597	1	ALDH9A1
165724293	165827755	1	TMCO1
165827586	165911618	1	UCK2
166057426	166167001	1	FAM78B
166839314	166860347	1	POGK
166856510	166876360	1	TADA1
166895711	166975540	1	ILDR2
166975582	167022214	1	MAEL
167048289	167166479	1	GPA33
167094075	167129165	1	STYXL2
167220876	167427345	1	POU2F1
167425027	167518640	1	CD247
167529117	167553822	1	CREG1
167629660	167708706	1	RCSD1
167721192	167791919	1	MPZL1
167809386	167914215	1	ADCY10
167916675	167937502	1	MPC2
167935783	168076223	1	DCAF6
168079542	168137685	1	GPR161
168178918	168202114	1	TIPRL
168225938	168253021	1	SFT2D2
168280877	168314426	1	TBX19
168540768	168543997	1	XCL2
168576605	168582069	1	XCL1
168695457	168729206	1	DPT
169105697	169310992	1	ATP1B1
169132531	169367948	1	NME7
169367970	169396540	1	BLZF1
169394870	169460669	1	CCDC181
169463909	169485944	1	SLC19A2
169511951	169586588	1	F5
169588421	169630193	1	SELP
169662007	169855456	1	FIRRM
169690665	169712202	1	SELL
169722640	169764705	1	SELE
169792529	169794991	1	METTL18
169846981	169894267	1	SCYL3
169921326	170085208	1	KIFAP3
170145959	170168866	1	NTMT2
170531819	170553834	1	GORAB
170662728	170739421	1	PRRX1
170935429	171064765	1	MROH9
171085113	171118675	1	FMO3
171185249	171212686	1	FMO2
171248471	171285978	1	FMO1
171314091	171343741	1	FMO4
171485530	171593511	1	PRRC2C
171600621	171638799	1	MYOCOS
171635417	171652688	1	MYOC
171700160	171743206	1	VAMP4
171781660	171814023	1	METTL13
171817887	172418466	1	DNM3
172370189	172444148	1	PIGC
172420685	172468831	1	C1orf105
172532349	172611833	1	SUCO
172659102	172666876	1	FASLG
173039202	173050941	1	TNFSF18
173162645	173477583	1	TNFSF4
173476814	173489064	1	PRDX6
173500460	173603072	1	SLC9C2
173596060	173669837	1	
173608336	173669851	1	ANKRD45
173635338	173637130	1	TEX50
173714919	173786820	1	KLHL20
173799550	173824883	1	CENPL
173824540	173858808	1	DARS2
173868082	173903547	1	ZBTB37
173903519	173917543	1	SERPINC1
173931084	174022357	1	RC3H1
174022122	174022298	1	
174159410	174995308	1	RABGAP1L
174447964	174449545	1	GPR52
174999163	175012027	1	CACYBP
175010789	175023432	1	MRPS14
175067509	175148075	1	TNN
175156986	175193265	1	KIAA0040
175315194	175743595	1	TNR
175944828	176207510	1	COP1
176463171	176845601	1	PAPPA2
176857302	177164973	1	ASTN1
177170890	177282422	1	BRINP2
177923956	177984303	1	SEC16B
178093768	178484147	1	RASAL2
178479240	178499634	1	CLEC20A
178513109	178548602	1	TEX35
178725165	178921842	1	RALGPS2
178849535	178872204	1	ANGPTL1
179025804	179076567	1	FAM20B
179081854	179098023	1	TOR3A
179099330	179229684	1	ABL2
179293440	179358680	1	SOAT1
179365720	179554735	1	AXDND1
179550494	179575952	1	NPHS2
179591613	179691272	1	TDRD5
179743291	179817055	1	FAM163A
179839967	179883034	1	TOR1AIP2
179882042	179920077	1	TOR1AIP1
179882316	179882393	1	
179954674	180114880	1	CEP350
180154869	180204030	1	QSOX1
180230188	180278984	1	LHX4
180269653	180502954	1	ACBD6
180632016	180890279	1	XPR1
180912897	180951614	1	KIAA1614
180972712	181023121	1	STX6
181033374	181061938	1	MR1
181088700	181092900	1	IER5
181317690	181813262	1	CACNA1E
182054570	182061712	1	ZNF648
182378098	182392206	1	GLUL
182398117	182400667	1	TEDDM1
182409192	182560599	1	RGSL1
182573634	182589272	1	RNASEL
182598623	182604394	1	RGS16
182641816	182684587	1	RGS8
182789293	182831017	1	NPL
182839302	182887982	1	DHX9
182899865	182953525	1	SHCBP1L
183023420	183145592	1	LAMC1
183186057	183245127	1	LAMC2
183248237	183418380	1	NMNAT2
183471957	183598246	1	SMG7
183554461	183593499	1	NCF2
183620846	183635783	1	ARPC5
183636085	183928532	1	RGL1
183646275	183653316	1	APOBEC4
183929854	184037729	1	COLGALT2
184051651	184123978	1	TSEN15
184386098	184629019	1	C1orf21
184690237	184754907	1	EDEM3
184790724	184974611	1	NIBAN1
185044865	185102603	1	RNF2
185118085	185157072	1	TRMT1L
185156103	185291983	1	SWT1
185292931	185317780	1	IVNS1ABP
185734391	186190949	1	HMCN1
186296270	186314567	1	PRG4
186311652	186375693	1	TPR
186375505	186421378	1	ODR4
186443566	186461114	1	PDC
186671791	186680922	1	PTGS2
186828949	186988986	1	PLA2G4A
190097658	190478404	1	BRINP3
192158462	192185815	1	RGS18
192316992	192367285	1	RGS21
192575763	192580024	1	RGS1
192636061	192660311	1	RGS13
192809039	192812275	1	RGS2
193012246	193060080	1	UCHL5
193059445	193091777	1	RO60
193090866	193106114	1	GLRX2
193115732	193264613	1	CDC73
193178730	193186613	1	B3GALT2
196225779	196609225	1	KCNT2
196651754	196752476	1	CFH
196651852	196795393	1	
196774742	196797364	1	CFHR3
196819314	196837159	1	CFHR1
196888014	196920294	1	CFHR4
196943731	196964115	1	CFHR2
196975010	197009678	1	CFHR5
197038737	197067260	1	F13B
197084121	197146694	1	ASPM
197153682	197201449	1	ZBTB41
197268204	197478455	1	CRB1
197504748	197775706	1	DENND1B
197902449	197907368	1	C1orf53
197911902	197935478	1	LHX9
198156883	198322451	1	NEK7
198523222	198540945	1	ATP6V1G3
198629900	198759346	1	PTPRC
200027597	200177420	1	NR5A2
200404940	200410056	1	ZNF281
200551497	200620771	1	KIF14
200623896	200670049	1	DDX59
200738893	200860707	1	CAMSAP2
200872981	200874178	1	GPR25
200891003	200915742	1	INAVA
200969390	201023714	1	KIF21B
201039512	201112451	1	CACNA1S
201113943	201127184	1	ASCL5
201134772	201172330	1	TMEM9
201190824	201228952	1	IGFN1
201283452	201332993	1	PKP1
201359002	201379773	1	TNNT2
201380833	201399915	1	LAD1
201403784	201429866	1	TNNI1
201464278	201469237	1	PHLDA3
201483530	201513100	1	CSRP1
201538982	201826969	1	NAV1
201829104	201884291	1	IPO9
201888679	201892587	1	SHISA4
201896456	201946551	1	LMOD1
201955476	201970664	1	TIMM17A
201982372	202006147	1	RNPEP
202007945	202017183	1	ELF3
202122886	202133592	1	GPR37L1
202133404	202144743	1	ARL8A
202147012	202161588	1	PTPN7
202193692	202319781	1	LGR6
202328714	202341984	1	UBE2T
202348666	202592706	1	PPP1R12B
202590596	202710526	1	SYT2
202724495	202808487	1	KDM5B
202878282	202889149	1	RABIF
202891096	202928636	1	KLHL12
202940090	202958572	1	ADIPOR1
202961118	202967277	1	CYB5R1
203007356	203024848	1	TMEM183A
203026491	203078740	1	PPFIA4
203083129	203086013	1	MYOG
203090654	203167407	1	ADORA1
203167811	203175880	1	MYBPH
203178931	203186796	1	CHI3L1
203212827	203273641	1	CHIT1
203305491	203309602	1	BTG2
203340623	203351758	1	FMOD
203475777	203491352	1	PRELP
203494121	203508949	1	OPTC
203626778	203744081	1	ATP2B4
203765177	203778175	1	LAX1
203795623	203854124	1	ZBED6
203795623	203854999	1	ZC3H11A
203802094	203802192	1	
203861598	203871152	1	SNRPE
204073111	204127743	1	SOX13
204131062	204152044	1	ETNK2
204154815	204190324	1	REN
204190341	204196491	1	KISS1
204198158	204214121	1	GOLT1A
204218851	204378214	1	PLEKHA6
204396492	204411887	1	PPP1R15B
204422628	204494805	1	PIK3C2B
204516369	204558120	1	MDM4
204617170	204685738	1	LRRN2
204828651	205022822	1	NFASC
205042937	205078289	1	CNTN2
205083129	205084460	1	TMEM81
205086142	205122015	1	RBBP5
205142505	205211709	1	DSTYK
205227912	205285632	1	TMCC2
205302063	205321745	1	NUAK2
205336061	205357324	1	KLHDC8A
205381378	205455954	1	LEMD1
205434885	205457390	1	BLACAT1
205504561	205532976	1	CDK18
